,area,location,point,lat,long,z
10257,"EDSA Ortigas SB, Philippines","1 Garden Way, Ortigas Center, Mandaluyong, 1550 Metro Manila, Philippines","(14.5813906, 121.0570799, 0.0)",14.5813906,121.0570799,0.0
10258,"EDSA Highway 54 SB, Philippines","54 Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5389959, 121.0114418, 0.0)",14.5389959,121.0114418,0.0
10259,"EDSA Monte de piedad SB, Philippines","Monte De Piedad, Southbound, Epifanio de los Santos Ave, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.623738, 121.048881, 0.0)",14.623738,121.048881,0.0
10261,"Marcos highway Santolan EB, Philippines","Santolan MRT-2 Station, Marikina-Infanta Hwy, Pasig, 1610 Metro Manila, Philippines","(14.622095, 121.0859805, 0.0)",14.622095,121.0859805,0.0
10264,"Roxas  blvd Baclaran NB, Philippines","Redemptorist Road, Baclaran, Parañaque, Kalakhang Maynila, Philippines","(14.5322207, 120.9941435, 0.0)",14.5322207,120.9941435,0.0
10265,"EDSA Boni SB, Philippines","Edsa corner, Boni Ave, Mandaluyong City, Mandaluyong, 1550 Metro Manila, Philippines","(14.5724682, 121.0470239, 0.0)",14.5724682,121.0470239,0.0
10266,"EDSA Santolan NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
10267,"EDSA Guadix NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10269,"Marcos highway burger king WB, Philippines","Marcos Highway B29 L1, 2-A, 3&4 Marcos Highway, corner Pambuli, St, Marikina, 1801 Metro Manila, Philippines","(14.620821, 121.1042813, 0.0)",14.620821,121.1042813,0.0
10270,"EDSA Ermin Garcia SB, Philippines","159 Ermin Garcia St, Cubao, Quezon City, 1101 Metro Manila, Philippines","(14.6273742, 121.0474055, 0.0)",14.6273742,121.0474055,0.0
10271,"EDSA Boni NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
10272,"EDSA Kamuning SB, Philippines","GMA Kamuning Station, 32 Samar Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6352168, 121.0433426, 0.0)",14.6352168,121.0433426,0.0
10275,"Ortigas La Salle EB, Philippines","Central House, La Salle Green Hills, 343 Ortigas Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.595608, 121.055666, 0.0)",14.595608,121.055666,0.0
10276,"EDSA Shaw tunnel NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
10278,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10279,"EDSA New York SB, Philippines",,,,,
10280,"Roxas Blvd. Quirino service road NB , Philippines","Roxas Blvd & Quirino Ave, Malate, Manila, 1004 Metro Manila, Philippines","(14.5642993, 120.9849404, 0.0)",14.5642993,120.9849404,0.0
10281,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10283,"EDSA Ayala tunnel SB, Philippines","Antonio S Arnaiz Ave, Makati, Metro Manila, Philippines","(14.547475, 121.0260548, 0.0)",14.547475,121.0260548,0.0
10284,"Roxas Blvd. Quirino NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
10285,"North ave. Agham WB, Philippines","North Ave & Agham Rd, Diliman, Quezon City, Metro Manila, Philippines","(14.6538531, 121.0385363, 0.0)",14.6538531,121.0385363,0.0
10286,"EDSA MRT Buendia NB, Philippines","Gil Puyat, Pasay, Metro Manila, Philippines","(14.5542363, 120.9971582, 0.0)",14.5542363,120.9971582,0.0
10287,"EDSA Main Ave. NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
10288,"Commonwealth Zuzuaregui EB, Philippines",,,,,
10289,"Commonwealth Technohub WB, Philippines",,,,,
10291,"EDSA Monte De Piedad SB, Philippines","Monte De Piedad, Southbound, Epifanio de los Santos Ave, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.623738, 121.048881, 0.0)",14.623738,121.048881,0.0
10292,"EDSA Aurora, Philippines","J. Estolano Bldg, EDSA cor, Aurora Blvd, Cubao, Quezon City, Metro Manila, Philippines","(14.621112, 121.0497494, 0.0)",14.621112,121.0497494,0.0
10295,"EDSA Guadalupe NB, Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
10298,"EDSA Boni NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
10300,"Ortigas Ave. Connecticut WB, Philippines",,,,,
10301,"Ortigas Ave. Shell EB, Philippines","Mababang Kalsada, Ortigas Ave, Pasig, 1609 Metro Manila, Philippines","(14.5900779, 121.0899504, 0.0)",14.5900779,121.0899504,0.0
10302,"EDSA SB Ortigas ave. split, Philippines","Ground Floor e-Life Digital Zone, Eton Cyberpod - Ortigas (Corinthian), Ortigas Avenue cor. EDSA, Quezon City, 1110 Metro Manila, Philippines","(14.5927877, 121.0593983, 0.0)",14.5927877,121.0593983,0.0
10304,"B. Serrano Ave. 14th Ave. WB., Philippines",,,,,
10305,"EDSA SB. Main Ave., Philippines","EDSA, cor Main Ave, Quezon City, Metro Manila, Philippines","(14.6136916, 121.0532437, 0.0)",14.6136916,121.0532437,0.0
10306,"EDSA  White plains Ave. NB, Philippines","47-P White Plains Ave, Quezon City, 1110 Metro Manila, Philippines","(14.6000307, 121.060027, 0.0)",14.6000307,121.060027,0.0
10308,"EDSA Aurora Blvd. Intersection NB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
10309,"EDSA Shaw Tunnel SB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
10311,"C5 Whiteplains ave. WB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
10313,"Commonwealth Philcoa WB, Philippines","G/F DBP Bldg., Commonwealth Ave., Diliman,, Diliman, Quezon City, Metro Manila, Philippines","(14.654577, 121.053247, 0.0)",14.654577,121.053247,0.0
10314,"EDSA Santolan Flyover SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
10315,"EDSA Balintawak Cloverleaf NB, Philippines","EDSA Corner Old Samson Road , Barangay Unang Sigaw , 1106 Quezon City , Metro Manila, A. Bonifacio, Quezon City, Metro Manila, Philippines","(14.656743, 121.002467, 0.0)",14.656743,121.002467,0.0
10317,"EDSA Buendia SB, Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
10320,"Mindanao ave. after Tandang Sora NB, Philippines","746 Tandang Sora Ave, Tandang Sora, Quezon City, 1116 Metro Manila, Philippines","(14.6768842, 121.0324254, 0.0)",14.6768842,121.0324254,0.0
10321,"EDSA Main Ave. NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
10323,"EDSA New York SB, Philippines",,,,,
10326,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
10327,"Bonny Serrano Katipunan WB, Philippines","Col. Bonny Serrano Ave, Metro Manila, Philippines","(14.6088948, 121.044205, 0.0)",14.6088948,121.044205,0.0
10328,"C5 Greenmeadows NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
10329,"EDSA Connecticut SB, Philippines","Ground Floor, The Medical City, Waltermart North Edsa, Epifanio Delos Santos Avenue, Veterans Village, Muñoz, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.6562036, 121.0214654, 0.0)",14.6562036,121.0214654,0.0
10331,"EDSA Santolan F/O SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
10333,"EDSA VV Soliven SB, Philippines","San Juan, Metro Manila, Philippines","(14.6052647, 121.0573573, 0.0)",14.6052647,121.0573573,0.0
10335,"EDSA P. Tuazon Intersection, Philippines","EDSA cor, P. Tuazon Blvd, Cubao, Lungsod Quezon, 1109 Kalakhang Maynila, Philippines","(14.6161275, 121.0522983, 0.0)",14.6161275,121.0522983,0.0
10338,"C5 Libis Intersecion NB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
10340,"EDSA Kamias NB, Philippines","#3 Corner Edsa Barangay Pinyahan, Diliman, Quezon City, Metro Manila, Philippines","(14.6311048, 121.0461712, 0.0)",14.6311048,121.0461712,0.0
10342,"EDSA Timog SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
10344,"EDSA Shaw Int SB, Philippines","Harvard, Mandaluyong, Metro Manila, Philippines","(14.5822941, 121.0529863, 0.0)",14.5822941,121.0529863,0.0
10346,"C5 Ortigas flyover SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
10347,"EDSA Muñoz NB, Philippines","Interior Zone, Ground Floor 137-138 SM City North Edsa, North Avenue corner, Epifanio de los Santos Ave, Bagong Pag-asa, Quezon City, 1100 Metro Manila, Philippines","(14.657712, 121.030894, 0.0)",14.657712,121.030894,0.0
10348,"C5 Aurora Katipunan NB, Philippines","Aurora Boulevard, corner Katipunan Avenue, Quezon City, 1100 Metro Manila, Philippines","(14.646836, 121.074719, 0.0)",14.646836,121.074719,0.0
10350,"Aurora Blvd. Katipunan EB, Philippines","938 Aurora Blvd, Cubao, Quezon City, 1109 Metro Manila, Philippines","(14.6266259, 121.0614968, 0.0)",14.6266259,121.0614968,0.0
10351,"EDSA Orense NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
10352,"EDSA Ayala before tunnel SB, Philippines","Antonio S Arnaiz Ave, Makati, Metro Manila, Philippines","(14.547475, 121.0260548, 0.0)",14.547475,121.0260548,0.0
10355,"EDSA Buendia NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
10356,"EDSA Magallanes SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
10357,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10358,"EDSA Polymedic SB, Philippines","Rom 205 Hospital Building, Integrative Medicine, ~ 163 Edsa, Mandaluyong, Metro Manila, Philippines","(14.577039, 121.050082, 0.0)",14.577039,121.050082,0.0
10359,"EDSA Shaw SB, Philippines","Harvard, Mandaluyong, Metro Manila, Philippines","(14.5822941, 121.0529863, 0.0)",14.5822941,121.0529863,0.0
10360,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
10361,"Commonwealth Sandigan WB, Philippines",,,,,
10363,"EDSA Pet Plans SB, Philippines","Pet Plans Tower, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.562128, 121.0427785, 0.0)",14.562128,121.0427785,0.0
10365,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
10366,"Ortigas Eton WB, Philippines","Ortigas Center, Pasig, Metro Manila, Philippines","(14.583771, 121.0596753, 0.0)",14.583771,121.0596753,0.0
10367,"Katipunan UP Town NB, Philippines","249, 216 Katipunan Ave, Diliman, Quezon City, 1800 Metro Manila, Philippines","(14.6507422, 121.0752145, 0.0)",14.6507422,121.0752145,0.0
10368,"EDSA Trinoma NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
10369,"EDSA Timog f/o NB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
10370,"EDSA Guadalupe SB, Philippines","Tan Hock Bldg. Edsa, Cor P.Burgos, St, Makati, Kalakhang Maynila, Philippines","(14.5652663, 121.0453941, 0.0)",14.5652663,121.0453941,0.0
10372,"EDSA Main Ave, SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
10374,"C5 Mckinley SB, Philippines","5th & 8th Floors Science Hub Tower 2 Campus Ave, McKinley Hill Dr, Taguig, 1634 Metro Manila, Philippines","(14.5318439, 121.0518011, 0.0)",14.5318439,121.0518011,0.0
10375,"EDSA Shaw Service road NB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
10376,"SM North Ave. WB, Philippines","North Avenue, corner Epifanio de los Santos Ave, Bagong Pag-asa, Quezon City, 1100 Metro Manila, Philippines","(14.6568153, 121.0304496, 0.0)",14.6568153,121.0304496,0.0
10378,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10379,"EDSA Shaw Int. NB, Philippines","Harvard, Mandaluyong, Metro Manila, Philippines","(14.5822941, 121.0529863, 0.0)",14.5822941,121.0529863,0.0
10380,"Masaya St. Philcoa EB, Philippines","2nd Floor FIMAR Arcade, Masaya St., Philcoa, Diliman, Quezon City, 1100 Metro Manila, Philippines","(14.6532402, 121.0528793, 0.0)",14.6532402,121.0528793,0.0
10381,"Quezon ave. Elliptical EB, Philippines",,,,,
10382,"EDSA Kamuning SB, Philippines","GMA Kamuning Station, 32 Samar Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6352168, 121.0433426, 0.0)",14.6352168,121.0433426,0.0
10384,"Timog ave. 11th Jamboree EB, Philippines","Timog Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6348409, 121.0353466, 0.0)",14.6348409,121.0353466,0.0
10385,"Elliptical Philcoa EB, Philippines","356 Gregorio Araneta Ave, Quezon City, 1113 Metro Manila, Philippines","(14.614124, 121.017033, 0.0)",14.614124,121.017033,0.0
10386,"EDSA Quezon ave. Centris NB, Philippines","Epifanio de los Santos Ave, cor Quezon Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6423002, 121.0392617, 0.0)",14.6423002,121.0392617,0.0
10387,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
10388,"EDSA Timog flyover SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
10390,"EDSA  Boni NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
10391,"Congressional Mindanao EB, Philippines","Mindanao, Philippines","(8.496129999999999, 123.3034062, 0.0)",8.496129999999999,123.3034062,0.0
10392,"EDSA kaingin NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10393,"EDSA Boni SB, Philippines","Edsa corner, Boni Ave, Mandaluyong City, Mandaluyong, 1550 Metro Manila, Philippines","(14.5724682, 121.0470239, 0.0)",14.5724682,121.0470239,0.0
10395,"C5 Greenmeadows SB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
10396,"EDSA Whiteplains NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10397,"C5 Greenmeadows SB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
10398,"EDSA Santolan SB, Philippines","Ground Floor, Vertis North Mall, EDSA cor, North Ave, Bagong Pag-asa, Quezon City, 1104 Metro Manila, Philippines","(14.6564091, 121.0337515, 0.0)",14.6564091,121.0337515,0.0
10399,"Marcos Highway Gil Fernando NB, Philippines","MR Complex, Marcos Highway Corner Mayor Gil Fernando Avenue, Marikina, 1801 Metro Manila, Philippines","(14.621079, 121.102269, 0.0)",14.621079,121.102269,0.0
10401,"EDSA Arayat SB, Philippines","#40 Raylor Bldg Edsa cor, P. A. Bernardo, Cubao, Quezon City, Metro Manila, Philippines","(14.6193761, 121.0506049, 0.0)",14.6193761,121.0506049,0.0
10404,"Katipunan UP Town NB, Philippines","249, 216 Katipunan Ave, Diliman, Quezon City, 1800 Metro Manila, Philippines","(14.6507422, 121.0752145, 0.0)",14.6507422,121.0752145,0.0
10405,"C5 SM Hypermarket NB, Philippines","SM Center Pasig Frontera Verde, C-5, Pasig, 1600 Metro Manila, Philippines","(14.5841843, 121.0774829, 0.0)",14.5841843,121.0774829,0.0
10407,"EDSA Santolan service road NB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
10408,"EDSA Balintawak NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10409,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
10410,"C5 Miriam Katipunan NB, Philippines","Quezon City, 1108 Metro Manila, Philippines","(14.6429498, 121.0775547, 0.0)",14.6429498,121.0775547,0.0
10411,"EDSA Estrella SB, Philippines","Epifanio de los Santos Avenue & Estrella, Makati, Metro Manila, Philippines","(14.5599457, 121.0406986, 0.0)",14.5599457,121.0406986,0.0
10412,"B.Serrano Katipunan EB, Philippines","B Serrano Bus Stop, Northbound, Epifanio de los Santos Ave, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6069321, 121.0571027, 0.0)",14.6069321,121.0571027,0.0
10413,"EDSA Muñas SB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
10414,"Shaw EDSA F/O Shaw Flyover EB, Philippines","Shaw Blvd, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5814475, 121.05338, 0.0)",14.5814475,121.05338,0.0
10415,"Katipunan Escaler SB, Philippines","J Escaler, Quezon City, 1800 Metro Manila, Philippines","(14.6458763, 121.0735902, 0.0)",14.6458763,121.0735902,0.0
